2024-05-08;16:50:23.710;[33] PING;16:50:23.710;[58] PONG ([33] PING) (2)

2024-05-08;16:50:24.337;[25] PING;16:50:24.337;[59] PONG ([25] PING) (2)

2024-05-08;16:50:25.577;;16:50:25.577;[60] keepalive
2024-05-08;16:50:25.577;;16:50:25.577;[60] keepalive
2024-05-08;16:50:25.752;[34] PING;16:50:25.752;[60] PONG ([34] PING) (2)

2024-05-08;16:50:26.946;[35] PING;16:50:26.946;[61] PONG ([35] PING) (2)

2024-05-08;16:50:27.548;[36] PING;16:50:27.548;(проигнорировано)
2024-05-08;16:50:27.832;[26] PING;16:50:27.832;[62] PONG ([26] PING) (2)

2024-05-08;16:50:30.578;;16:50:30.578;[63] keepalive
2024-05-08;16:50:30.579;;16:50:30.579;[63] keepalive
2024-05-08;16:50:30.599;[27] PING;16:50:30.599;[63] PONG ([27] PING) (2)

2024-05-08;16:50:31.350;[36] PING;16:50:31.350;[64] PONG ([36] PING) (2)

2024-05-08;16:50:33.679;[37] PING;16:50:33.679;[65] PONG ([37] PING) (2)

2024-05-08;16:50:34.102;[28] PING;16:50:34.102;[66] PONG ([28] PING) (2)

2024-05-08;16:50:34.543;[38] PING;16:50:34.543;[67] PONG ([38] PING) (2)

2024-05-08;16:50:35.580;;16:50:35.580;[68] keepalive
2024-05-08;16:50:35.581;;16:50:35.581;[68] keepalive
2024-05-08;16:50:35.581;[29] PING;16:50:35.581;[68] PONG ([29] PING) (2)

2024-05-08;16:50:35.671;[39] PING;16:50:35.671;[69] PONG ([39] PING) (2)

2024-05-08;16:50:36.749;[40] PING;16:50:36.749;[70] PONG ([40] PING) (2)

2024-05-08;16:50:37.119;[30] PING;16:50:37.119;[71] PONG ([30] PING) (2)

2024-05-08;16:50:38.776;[41] PING;16:50:38.776;[72] PONG ([41] PING) (2)

2024-05-08;16:50:40.304;[31] PING;16:50:40.304;[73] PONG ([31] PING) (2)

2024-05-08;16:50:40.582;;16:50:40.582;[74] keepalive
2024-05-08;16:50:40.582;;16:50:40.582;[74] keepalive
2024-05-08;16:50:41.048;[42] PING;16:50:41.048;[74] PONG ([42] PING) (2)

2024-05-08;16:50:41.511;[32] PING;16:50:41.511;[75] PONG ([32] PING) (2)

2024-05-08;16:50:42.965;[33] PING;16:50:42.965;[76] PONG ([33] PING) (2)

2024-05-08;16:50:43.508;[43] PING;16:50:43.508;[77] PONG ([43] PING) (2)

2024-05-08;16:50:45.127;[34] PING;16:50:45.127;[78] PONG ([34] PING) (2)

2024-05-08;16:50:45.584;;16:50:45.584;[79] keepalive
2024-05-08;16:50:45.584;;16:50:45.584;[79] keepalive
2024-05-08;16:50:46.115;[44] PING;16:50:46.115;[79] PONG ([44] PING) (2)

2024-05-08;16:50:47.637;[45] PING;16:50:47.637;[80] PONG ([45] PING) (2)

2024-05-08;16:50:48.270;[35] PING;16:50:48.270;[81] PONG ([35] PING) (2)

2024-05-08;16:50:49.598;[36] PING;16:50:49.598;[82] PONG ([36] PING) (2)

2024-05-08;16:50:50.585;;16:50:50.585;[83] keepalive
2024-05-08;16:50:50.585;;16:50:50.585;[83] keepalive
2024-05-08;16:50:50.973;[46] PING;16:50:50.973;[83] PONG ([46] PING) (2)

2024-05-08;16:50:51.494;[37] PING;16:50:51.494;[84] PONG ([37] PING) (2)

2024-05-08;16:50:52.902;[38] PING;16:50:52.902;[85] PONG ([38] PING) (2)

2024-05-08;16:50:53.304;[47] PING;16:50:53.304;[86] PONG ([47] PING) (2)

2024-05-08;16:50:55.432;[39] PING;16:50:55.432;[87] PONG ([39] PING) (2)

2024-05-08;16:50:55.587;;16:50:55.587;[88] keepalive
2024-05-08;16:50:55.588;;16:50:55.588;[88] keepalive
2024-05-08;16:50:56.230;[48] PING;16:50:56.230;[88] PONG ([48] PING) (2)

2024-05-08;16:50:57.164;[40] PING;16:50:57.164;[89] PONG ([40] PING) (2)

2024-05-08;16:50:58.099;[49] PING;16:50:58.099;[90] PONG ([49] PING) (2)

2024-05-08;16:50:59.141;[41] PING;16:50:59.141;[91] PONG ([41] PING) (2)

2024-05-08;16:50:59.841;[50] PING;16:50:59.841;[92] PONG ([50] PING) (2)

2024-05-08;16:51:00.410;[42] PING;16:51:00.410;(проигнорировано)
2024-05-08;16:51:00.589;;16:51:00.589;[93] keepalive
2024-05-08;16:51:00.589;;16:51:00.589;[93] keepalive
2024-05-08;16:51:02.390;[51] PING;16:51:02.390;[93] PONG ([51] PING) (2)

2024-05-08;16:51:04.007;[42] PING;16:51:04.007;[94] PONG ([42] PING) (2)

2024-05-08;16:51:04.557;[52] PING;16:51:04.557;[95] PONG ([52] PING) (2)

2024-05-08;16:51:04.793;[43] PING;16:51:04.793;[96] PONG ([43] PING) (2)

2024-05-08;16:51:05.591;;16:51:05.591;[97] keepalive
2024-05-08;16:51:05.592;;16:51:05.592;[97] keepalive
2024-05-08;16:51:07.038;[44] PING;16:51:07.038;[97] PONG ([44] PING) (2)

2024-05-08;16:51:08.022;[53] PING;16:51:08.022;[98] PONG ([53] PING) (2)

2024-05-08;16:51:09.098;[45] PING;16:51:09.098;(проигнорировано)
2024-05-08;16:51:09.608;[54] PING;16:51:09.608;[99] PONG ([54] PING) (2)

2024-05-08;16:51:10.593;;16:51:10.593;[100] keepalive
2024-05-08;16:51:10.594;;16:51:10.594;[100] keepalive
2024-05-08;16:51:10.801;[55] PING;16:51:10.801;[100] PONG ([55] PING) (2)

2024-05-08;16:51:13.061;[45] PING;16:51:13.061;[101] PONG ([45] PING) (2)

2024-05-08;16:51:13.460;[56] PING;16:51:13.460;(проигнорировано)
2024-05-08;16:51:15.280;[46] PING;16:51:15.280;[102] PONG ([46] PING) (2)

2024-05-08;16:51:15.595;;16:51:15.595;[103] keepalive
2024-05-08;16:51:15.595;;16:51:15.595;[103] keepalive
2024-05-08;16:51:16.464;[56] PING;16:51:16.464;(проигнорировано)
2024-05-08;16:51:16.502;[47] PING;16:51:16.502;[103] PONG ([47] PING) (2)

2024-05-08;16:51:18.823;[48] PING;16:51:18.823;[104] PONG ([48] PING) (2)

2024-05-08;16:51:20.077;[56] PING;16:51:20.077;[105] PONG ([56] PING) (2)

2024-05-08;16:51:20.597;;16:51:20.597;[106] keepalive
2024-05-08;16:51:20.597;;16:51:20.597;[106] keepalive
2024-05-08;16:51:21.554;[49] PING;16:51:21.554;[106] PONG ([49] PING) (2)

2024-05-08;16:51:22.075;[57] PING;16:51:22.075;[107] PONG ([57] PING) (2)

2024-05-08;16:51:24.550;[50] PING;16:51:24.550;(проигнорировано)
2024-05-08;16:51:25.136;[58] PING;16:51:25.136;[108] PONG ([58] PING) (2)

2024-05-08;16:51:25.599;;16:51:25.599;[109] keepalive
2024-05-08;16:51:25.599;;16:51:25.599;[109] keepalive
2024-05-08;16:51:26.800;[59] PING;16:51:26.800;[109] PONG ([59] PING) (2)

2024-05-08;16:51:27.750;[60] PING;16:51:27.750;[110] PONG ([60] PING) (2)

2024-05-08;16:51:28.315;[50] PING;16:51:28.315;[111] PONG ([50] PING) (2)

2024-05-08;16:51:29.014;[61] PING;16:51:29.014;[112] PONG ([61] PING) (2)

2024-05-08;16:51:30.544;[51] PING;16:51:30.544;[113] PONG ([51] PING) (2)

2024-05-08;16:51:30.600;;16:51:30.600;[114] keepalive
2024-05-08;16:51:30.601;;16:51:30.601;[114] keepalive
2024-05-08;16:51:31.929;[62] PING;16:51:31.929;[114] PONG ([62] PING) (2)

2024-05-08;16:51:32.049;[52] PING;16:51:32.049;[115] PONG ([52] PING) (2)

2024-05-08;16:51:34.451;[53] PING;16:51:34.451;[116] PONG ([53] PING) (2)

2024-05-08;16:51:34.454;[63] PING;16:51:34.454;[117] PONG ([63] PING) (2)

2024-05-08;16:51:35.363;[64] PING;16:51:35.363;[118] PONG ([64] PING) (2)

2024-05-08;16:51:35.603;;16:51:35.603;[119] keepalive
2024-05-08;16:51:35.603;;16:51:35.603;[119] keepalive
2024-05-08;16:51:36.031;[54] PING;16:51:36.031;(проигнорировано)
2024-05-08;16:51:37.232;[65] PING;16:51:37.232;[119] PONG ([65] PING) (2)

2024-05-08;16:51:39.393;[54] PING;16:51:39.393;[120] PONG ([54] PING) (2)

2024-05-08;16:51:40.361;[66] PING;16:51:40.361;[121] PONG ([66] PING) (2)

2024-05-08;16:51:40.605;;16:51:40.605;[122] keepalive
2024-05-08;16:51:40.605;;16:51:40.605;[122] keepalive
2024-05-08;16:51:41.102;[55] PING;16:51:41.102;[122] PONG ([55] PING) (2)

2024-05-08;16:51:42.029;[67] PING;16:51:42.029;[123] PONG ([67] PING) (2)

2024-05-08;16:51:42.939;[56] PING;16:51:42.939;[124] PONG ([56] PING) (2)

2024-05-08;16:51:44.582;[68] PING;16:51:44.582;[125] PONG ([68] PING) (2)

2024-05-08;16:51:45.607;;16:51:45.607;[126] keepalive
2024-05-08;16:51:45.607;;16:51:45.607;[126] keepalive
2024-05-08;16:51:46.415;[57] PING;16:51:46.415;[126] PONG ([57] PING) (2)

2024-05-08;16:51:46.696;[69] PING;16:51:46.696;[127] PONG ([69] PING) (2)

2024-05-08;16:51:47.948;[70] PING;16:51:47.948;[128] PONG ([70] PING) (2)

2024-05-08;16:51:49.273;[58] PING;16:51:49.273;[129] PONG ([58] PING) (2)

2024-05-08;16:51:50.608;;16:51:50.608;[130] keepalive
2024-05-08;16:51:50.609;;16:51:50.609;[130] keepalive
2024-05-08;16:51:50.640;[71] PING;16:51:50.640;[130] PONG ([71] PING) (2)

2024-05-08;16:51:52.155;[59] PING;16:51:52.155;[131] PONG ([59] PING) (2)

2024-05-08;16:51:54.116;[72] PING;16:51:54.116;[132] PONG ([72] PING) (2)

2024-05-08;16:51:54.215;[60] PING;16:51:54.215;[133] PONG ([60] PING) (2)

2024-05-08;16:51:55.612;;16:51:55.612;[134] keepalive
2024-05-08;16:51:55.612;;16:51:55.612;[134] keepalive
2024-05-08;16:51:56.175;[61] PING;16:51:56.175;[134] PONG ([61] PING) (2)

2024-05-08;16:51:56.874;[73] PING;16:51:56.874;[135] PONG ([73] PING) (2)

2024-05-08;16:51:59.915;[62] PING;16:51:59.915;[136] PONG ([62] PING) (2)

2024-05-08;16:52:00.036;[74] PING;16:52:00.036;[137] PONG ([74] PING) (2)

2024-05-08;16:52:00.613;;16:52:00.613;[138] keepalive
2024-05-08;16:52:00.614;;16:52:00.614;[138] keepalive
2024-05-08;16:52:01.274;[75] PING;16:52:01.274;[138] PONG ([75] PING) (2)

2024-05-08;16:52:01.482;[63] PING;16:52:01.482;(проигнорировано)
2024-05-08;16:52:03.892;[76] PING;16:52:03.892;[139] PONG ([76] PING) (2)

2024-05-08;16:52:04.757;[63] PING;16:52:04.757;[140] PONG ([63] PING) (2)

2024-05-08;16:52:05.616;;16:52:05.616;[141] keepalive
2024-05-08;16:52:05.616;;16:52:05.616;[141] keepalive
2024-05-08;16:52:06.070;[77] PING;16:52:06.070;[141] PONG ([77] PING) (2)

2024-05-08;16:52:07.476;[78] PING;16:52:07.476;[142] PONG ([78] PING) (2)

2024-05-08;16:52:08.272;[64] PING;16:52:08.272;[143] PONG ([64] PING) (2)

2024-05-08;16:52:09.681;[79] PING;16:52:09.681;[144] PONG ([79] PING) (2)

2024-05-08;16:52:10.619;;16:52:10.619;[145] keepalive
2024-05-08;16:52:10.620;;16:52:10.620;[145] keepalive
2024-05-08;16:52:10.771;[65] PING;16:52:10.771;[145] PONG ([65] PING) (2)

2024-05-08;16:52:12.197;[80] PING;16:52:12.197;(проигнорировано)
2024-05-08;16:52:13.324;[66] PING;16:52:13.324;[146] PONG ([66] PING) (2)

2024-05-08;16:52:15.448;[80] PING;16:52:15.448;[147] PONG ([80] PING) (2)

2024-05-08;16:52:15.622;;16:52:15.622;[148] keepalive
2024-05-08;16:52:15.622;;16:52:15.622;[148] keepalive
2024-05-08;16:52:16.069;[67] PING;16:52:16.069;[148] PONG ([67] PING) (2)

2024-05-08;16:52:16.807;[68] PING;16:52:16.807;(проигнорировано)
2024-05-08;16:52:18.019;[81] PING;16:52:18.019;[149] PONG ([81] PING) (2)

2024-05-08;16:52:19.576;[82] PING;16:52:19.576;[150] PONG ([82] PING) (2)

2024-05-08;16:52:19.922;[68] PING;16:52:19.922;[151] PONG ([68] PING) (2)

2024-05-08;16:52:20.625;;16:52:20.625;[152] keepalive
2024-05-08;16:52:20.625;;16:52:20.625;[152] keepalive
2024-05-08;16:52:21.170;[69] PING;16:52:21.170;[152] PONG ([69] PING) (2)

2024-05-08;16:52:22.354;[70] PING;16:52:22.354;[153] PONG ([70] PING) (2)

2024-05-08;16:52:23.250;[83] PING;16:52:23.250;[154] PONG ([83] PING) (2)

2024-05-08;16:52:24.577;[71] PING;16:52:24.577;[155] PONG ([71] PING) (2)

2024-05-08;16:52:25.627;;16:52:25.627;[156] keepalive
2024-05-08;16:52:25.627;;16:52:25.627;[156] keepalive
2024-05-08;16:52:25.980;[84] PING;16:52:25.980;[156] PONG ([84] PING) (2)

2024-05-08;16:52:26.886;[72] PING;16:52:26.886;[157] PONG ([72] PING) (2)

2024-05-08;16:52:28.021;[73] PING;16:52:28.021;[158] PONG ([73] PING) (2)

2024-05-08;16:52:29.314;[74] PING;16:52:29.314;[159] PONG ([74] PING) (2)

2024-05-08;16:52:29.813;[85] PING;16:52:29.813;[160] PONG ([85] PING) (2)

2024-05-08;16:52:30.629;;16:52:30.629;[161] keepalive
2024-05-08;16:52:30.630;;16:52:30.630;[161] keepalive
2024-05-08;16:52:32.422;[75] PING;16:52:32.422;[161] PONG ([75] PING) (2)

2024-05-08;16:52:33.471;[86] PING;16:52:33.471;[162] PONG ([86] PING) (2)

2024-05-08;16:52:34.115;[76] PING;16:52:34.115;[163] PONG ([76] PING) (2)

2024-05-08;16:52:35.631;;16:52:35.631;[164] keepalive
2024-05-08;16:52:35.631;;16:52:35.631;[164] keepalive
2024-05-08;16:52:35.950;[87] PING;16:52:35.950;[164] PONG ([87] PING) (2)

2024-05-08;16:52:36.140;[77] PING;16:52:36.140;[165] PONG ([77] PING) (2)

2024-05-08;16:52:38.905;[78] PING;16:52:38.905;[166] PONG ([78] PING) (2)

2024-05-08;16:52:38.980;[88] PING;16:52:38.980;[167] PONG ([88] PING) (2)

2024-05-08;16:52:40.633;;16:52:40.633;[168] keepalive
2024-05-08;16:52:40.633;;16:52:40.633;[168] keepalive
2024-05-08;16:52:40.644;[89] PING;16:52:40.644;[168] PONG ([89] PING) (2)

2024-05-08;16:52:41.853;[79] PING;16:52:41.853;[169] PONG ([79] PING) (2)

2024-05-08;16:52:43.621;[90] PING;16:52:43.621;[170] PONG ([90] PING) (2)

2024-05-08;16:52:44.724;[80] PING;16:52:44.724;[171] PONG ([80] PING) (2)

2024-05-08;16:52:45.521;[91] PING;16:52:45.521;[172] PONG ([91] PING) (2)

2024-05-08;16:52:45.635;;16:52:45.635;[173] keepalive
2024-05-08;16:52:45.635;;16:52:45.635;[173] keepalive
2024-05-08;16:52:48.204;[81] PING;16:52:48.204;[173] PONG ([81] PING) (2)

2024-05-08;16:52:48.487;[92] PING;16:52:48.487;(проигнорировано)
2024-05-08;16:52:49.160;[82] PING;16:52:49.160;[174] PONG ([82] PING) (2)

2024-05-08;16:52:50.636;;16:52:50.636;[175] keepalive
2024-05-08;16:52:50.636;;16:52:50.636;[175] keepalive
2024-05-08;16:52:50.638;[83] PING;16:52:50.638;[175] PONG ([83] PING) (2)

2024-05-08;16:52:52.231;[92] PING;16:52:52.231;[176] PONG ([92] PING) (2)

2024-05-08;16:52:53.909;[84] PING;16:52:53.909;[177] PONG ([84] PING) (2)

2024-05-08;16:52:54.588;[85] PING;16:52:54.588;(проигнорировано)
2024-05-08;16:52:55.639;;16:52:55.639;[178] keepalive
2024-05-08;16:52:55.640;;16:52:55.640;[178] keepalive
2024-05-08;16:52:56.182;[93] PING;16:52:56.182;[178] PONG ([93] PING) (2)

2024-05-08;16:52:57.476;[94] PING;16:52:57.476;[179] PONG ([94] PING) (2)

2024-05-08;16:52:58.189;[85] PING;16:52:58.189;[180] PONG ([85] PING) (2)

2024-05-08;16:52:59.347;[86] PING;16:52:59.347;[181] PONG ([86] PING) (2)

2024-05-08;16:53:00.052;[95] PING;16:53:00.052;(проигнорировано)
2024-05-08;16:53:00.358;[87] PING;16:53:00.358;[182] PONG ([87] PING) (2)

2024-05-08;16:53:00.642;;16:53:00.642;[183] keepalive
2024-05-08;16:53:00.642;;16:53:00.642;[183] keepalive
2024-05-08;16:53:02.512;[88] PING;16:53:02.512;[183] PONG ([88] PING) (2)

2024-05-08;16:53:03.448;[95] PING;16:53:03.448;[184] PONG ([95] PING) (2)

2024-05-08;16:53:04.118;[96] PING;16:53:04.118;[185] PONG ([96] PING) (2)

2024-05-08;16:53:05.483;[89] PING;16:53:05.483;[186] PONG ([89] PING) (2)

2024-05-08;16:53:05.644;;16:53:05.644;[187] keepalive
2024-05-08;16:53:05.645;;16:53:05.645;[187] keepalive
2024-05-08;16:53:05.645;[97] PING;16:53:05.645;(проигнорировано)
2024-05-08;16:53:06.637;[90] PING;16:53:06.637;[187] PONG ([90] PING) (2)

2024-05-08;16:53:08.171;[91] PING;16:53:08.171;[188] PONG ([91] PING) (2)

2024-05-08;16:53:09.255;[97] PING;16:53:09.255;[189] PONG ([97] PING) (2)

2024-05-08;16:53:10.646;;16:53:10.646;[190] keepalive
2024-05-08;16:53:10.646;;16:53:10.646;[190] keepalive
2024-05-08;16:53:10.915;[92] PING;16:53:10.915;[190] PONG ([92] PING) (2)

2024-05-08;16:53:11.608;[98] PING;16:53:11.608;(проигнорировано)
2024-05-08;16:53:13.178;[93] PING;16:53:13.178;[191] PONG ([93] PING) (2)

2024-05-08;16:53:15.315;[98] PING;16:53:15.315;[192] PONG ([98] PING) (2)

2024-05-08;16:53:15.647;;16:53:15.647;[193] keepalive
2024-05-08;16:53:15.647;;16:53:15.647;[193] keepalive
2024-05-08;16:53:16.065;[94] PING;16:53:16.065;[193] PONG ([94] PING) (2)

2024-05-08;16:53:18.361;[95] PING;16:53:18.361;[194] PONG ([95] PING) (2)

2024-05-08;16:53:18.768;[99] PING;16:53:18.768;[195] PONG ([99] PING) (2)

2024-05-08;16:53:19.967;[100] PING;16:53:19.967;[196] PONG ([100] PING) (2)

2024-05-08;16:53:20.649;;16:53:20.649;[197] keepalive
2024-05-08;16:53:20.649;;16:53:20.649;[197] keepalive
2024-05-08;16:53:21.035;[96] PING;16:53:21.035;[197] PONG ([96] PING) (2)

2024-05-08;16:53:21.641;[101] PING;16:53:21.641;[198] PONG ([101] PING) (2)

2024-05-08;16:53:22.286;[97] PING;16:53:22.286;[199] PONG ([97] PING) (2)

2024-05-08;16:53:23.345;[98] PING;16:53:23.345;[200] PONG ([98] PING) (2)

2024-05-08;16:53:23.932;[102] PING;16:53:23.932;[201] PONG ([102] PING) (2)

2024-05-08;16:53:25.099;[103] PING;16:53:25.099;(проигнорировано)
2024-05-08;16:53:25.401;[99] PING;16:53:25.401;[202] PONG ([99] PING) (2)

2024-05-08;16:53:25.650;;16:53:25.650;[203] keepalive
2024-05-08;16:53:25.651;;16:53:25.651;[203] keepalive
2024-05-08;16:53:27.850;[100] PING;16:53:27.850;[203] PONG ([100] PING) (2)

2024-05-08;16:53:28.225;[103] PING;16:53:28.225;[204] PONG ([103] PING) (2)

2024-05-08;16:53:29.480;[104] PING;16:53:29.480;(проигнорировано)
2024-05-08;16:53:30.652;;16:53:30.652;[205] keepalive
2024-05-08;16:53:30.653;;16:53:30.653;[205] keepalive
2024-05-08;16:53:31.007;[101] PING;16:53:31.007;[205] PONG ([101] PING) (2)

2024-05-08;16:53:32.952;[104] PING;16:53:32.952;[206] PONG ([104] PING) (2)

2024-05-08;16:53:34.236;[102] PING;16:53:34.236;[207] PONG ([102] PING) (2)

2024-05-08;16:53:34.798;[103] PING;16:53:34.798;(проигнорировано)
